date,data,change,pct_change,id,realtime_start,realtime_end,title,observation_start,observation_end,frequency,frequency_short,units,units_short,seasonal_adjustment,seasonal_adjustment_short,last_updated,popularity,notes
01/2000,82.0516,0.0,0.0,TCU,2020-06-15,2020-06-15,Capacity Utilization: Total Industry,1967-01-01,2020-04-01,Monthly,M,Percent of Capacity,% of Capacity,Seasonally Adjusted,SA,2020-05-15 08:35:48-05,70,"Capacity Utilization: Total Industry (TCU) is the percentage of resources used by corporations and factories to produce goods in manufacturing, mining, and electric and gas utilities for all facilities located in the United States (excluding those in U.S. territories).(1) We can also think of capacity utilization as how much capacity is being used from the total available capacity to produce demanded finished products.  Capacity utilization indexes are constructed for 71 industries in manufacturing, 16 in mining, and 2 in utilities. (1) Physical data on capacity utilization are primarily compiled from trade sources and government sources, such as the U.S. Geological Survey and the U.S. Energy Information Administration.(1) When physical data are unavailable, capacity utilization data are compiled from the U.S. Census Bureau’s Quarterly Survey of Plant Capacity Utilization, which provides data for almost 70 percent of total industry capacity.(1) Additionally, the capacity index is developed on a monthly basis, designed to be consistent with the production index.(1) According to the Board of Governors of the Federal Reserve System, the capacity index tries to conceptualize the idea of sustainable maximum output, which is defined as the highest level of output a plant can sustain within the confines of its resources. The Board of Governors defines the seasonally adjusted capacity utilization rate as the output index divided by the capacity index. The capacity utilization rate can also implicitly describe how efficiently the factors of production (inputs in the production process) are being used. (1) It sheds light on how much more firms can produce without additional costs. Additionally, this rate gives manufacturers some idea as to how much consumer demand they will be able to meet in the future. The Federal Reserve strives to construct a capacity index consistent with time by using different relevant data sources.(1) Developing an index that is reasonable given the time period is the primary aim for this index, but there are still some difficulties. Extensive technological and structural changes have and will continue to occur, affecting the degree of tightness the Federal Reserve index of capacity utilization will represent.(2) In addition, each series of capacity utilization is flawed by commission; therefore, they should be used with caution.(2) References (1) Board of Governors of the Federal Reserve System. “Industrial Production and Capacity Utilization.” Statistical release G.17;. May 15, 2013. (2) Bauer, Paul W. and Deily, Mary E. “A User’s Guide to Capacity- Utilization Measures.” Economic Commentary. Federal Reserve Bank of Cleveland, July 1, 1988; https://www.clevelandfed.org/newsroom-and-events/publications/economic-commentary/economic-commentary-archives/1988-economic-commentaries/ec-19880701-a-users-guide-to-capacity-utilization-measures.aspx."
02/2000,82.0127,-0.039,-0.047,TCU,2020-06-15,2020-06-15,Capacity Utilization: Total Industry,1967-01-01,2020-04-01,Monthly,M,Percent of Capacity,% of Capacity,Seasonally Adjusted,SA,2020-05-15 08:35:48-05,70,"Capacity Utilization: Total Industry (TCU) is the percentage of resources used by corporations and factories to produce goods in manufacturing, mining, and electric and gas utilities for all facilities located in the United States (excluding those in U.S. territories).(1) We can also think of capacity utilization as how much capacity is being used from the total available capacity to produce demanded finished products.  Capacity utilization indexes are constructed for 71 industries in manufacturing, 16 in mining, and 2 in utilities. (1) Physical data on capacity utilization are primarily compiled from trade sources and government sources, such as the U.S. Geological Survey and the U.S. Energy Information Administration.(1) When physical data are unavailable, capacity utilization data are compiled from the U.S. Census Bureau’s Quarterly Survey of Plant Capacity Utilization, which provides data for almost 70 percent of total industry capacity.(1) Additionally, the capacity index is developed on a monthly basis, designed to be consistent with the production index.(1) According to the Board of Governors of the Federal Reserve System, the capacity index tries to conceptualize the idea of sustainable maximum output, which is defined as the highest level of output a plant can sustain within the confines of its resources. The Board of Governors defines the seasonally adjusted capacity utilization rate as the output index divided by the capacity index. The capacity utilization rate can also implicitly describe how efficiently the factors of production (inputs in the production process) are being used. (1) It sheds light on how much more firms can produce without additional costs. Additionally, this rate gives manufacturers some idea as to how much consumer demand they will be able to meet in the future. The Federal Reserve strives to construct a capacity index consistent with time by using different relevant data sources.(1) Developing an index that is reasonable given the time period is the primary aim for this index, but there are still some difficulties. Extensive technological and structural changes have and will continue to occur, affecting the degree of tightness the Federal Reserve index of capacity utilization will represent.(2) In addition, each series of capacity utilization is flawed by commission; therefore, they should be used with caution.(2) References (1) Board of Governors of the Federal Reserve System. “Industrial Production and Capacity Utilization.” Statistical release G.17;. May 15, 2013. (2) Bauer, Paul W. and Deily, Mary E. “A User’s Guide to Capacity- Utilization Measures.” Economic Commentary. Federal Reserve Bank of Cleveland, July 1, 1988; https://www.clevelandfed.org/newsroom-and-events/publications/economic-commentary/economic-commentary-archives/1988-economic-commentaries/ec-19880701-a-users-guide-to-capacity-utilization-measures.aspx."
03/2000,82.0292,0.017,0.02,TCU,2020-06-15,2020-06-15,Capacity Utilization: Total Industry,1967-01-01,2020-04-01,Monthly,M,Percent of Capacity,% of Capacity,Seasonally Adjusted,SA,2020-05-15 08:35:48-05,70,"Capacity Utilization: Total Industry (TCU) is the percentage of resources used by corporations and factories to produce goods in manufacturing, mining, and electric and gas utilities for all facilities located in the United States (excluding those in U.S. territories).(1) We can also think of capacity utilization as how much capacity is being used from the total available capacity to produce demanded finished products.  Capacity utilization indexes are constructed for 71 industries in manufacturing, 16 in mining, and 2 in utilities. (1) Physical data on capacity utilization are primarily compiled from trade sources and government sources, such as the U.S. Geological Survey and the U.S. Energy Information Administration.(1) When physical data are unavailable, capacity utilization data are compiled from the U.S. Census Bureau’s Quarterly Survey of Plant Capacity Utilization, which provides data for almost 70 percent of total industry capacity.(1) Additionally, the capacity index is developed on a monthly basis, designed to be consistent with the production index.(1) According to the Board of Governors of the Federal Reserve System, the capacity index tries to conceptualize the idea of sustainable maximum output, which is defined as the highest level of output a plant can sustain within the confines of its resources. The Board of Governors defines the seasonally adjusted capacity utilization rate as the output index divided by the capacity index. The capacity utilization rate can also implicitly describe how efficiently the factors of production (inputs in the production process) are being used. (1) It sheds light on how much more firms can produce without additional costs. Additionally, this rate gives manufacturers some idea as to how much consumer demand they will be able to meet in the future. The Federal Reserve strives to construct a capacity index consistent with time by using different relevant data sources.(1) Developing an index that is reasonable given the time period is the primary aim for this index, but there are still some difficulties. Extensive technological and structural changes have and will continue to occur, affecting the degree of tightness the Federal Reserve index of capacity utilization will represent.(2) In addition, each series of capacity utilization is flawed by commission; therefore, they should be used with caution.(2) References (1) Board of Governors of the Federal Reserve System. “Industrial Production and Capacity Utilization.” Statistical release G.17;. May 15, 2013. (2) Bauer, Paul W. and Deily, Mary E. “A User’s Guide to Capacity- Utilization Measures.” Economic Commentary. Federal Reserve Bank of Cleveland, July 1, 1988; https://www.clevelandfed.org/newsroom-and-events/publications/economic-commentary/economic-commentary-archives/1988-economic-commentaries/ec-19880701-a-users-guide-to-capacity-utilization-measures.aspx."
04/2000,82.3411,0.312,0.38,TCU,2020-06-15,2020-06-15,Capacity Utilization: Total Industry,1967-01-01,2020-04-01,Monthly,M,Percent of Capacity,% of Capacity,Seasonally Adjusted,SA,2020-05-15 08:35:48-05,70,"Capacity Utilization: Total Industry (TCU) is the percentage of resources used by corporations and factories to produce goods in manufacturing, mining, and electric and gas utilities for all facilities located in the United States (excluding those in U.S. territories).(1) We can also think of capacity utilization as how much capacity is being used from the total available capacity to produce demanded finished products.  Capacity utilization indexes are constructed for 71 industries in manufacturing, 16 in mining, and 2 in utilities. (1) Physical data on capacity utilization are primarily compiled from trade sources and government sources, such as the U.S. Geological Survey and the U.S. Energy Information Administration.(1) When physical data are unavailable, capacity utilization data are compiled from the U.S. Census Bureau’s Quarterly Survey of Plant Capacity Utilization, which provides data for almost 70 percent of total industry capacity.(1) Additionally, the capacity index is developed on a monthly basis, designed to be consistent with the production index.(1) According to the Board of Governors of the Federal Reserve System, the capacity index tries to conceptualize the idea of sustainable maximum output, which is defined as the highest level of output a plant can sustain within the confines of its resources. The Board of Governors defines the seasonally adjusted capacity utilization rate as the output index divided by the capacity index. The capacity utilization rate can also implicitly describe how efficiently the factors of production (inputs in the production process) are being used. (1) It sheds light on how much more firms can produce without additional costs. Additionally, this rate gives manufacturers some idea as to how much consumer demand they will be able to meet in the future. The Federal Reserve strives to construct a capacity index consistent with time by using different relevant data sources.(1) Developing an index that is reasonable given the time period is the primary aim for this index, but there are still some difficulties. Extensive technological and structural changes have and will continue to occur, affecting the degree of tightness the Federal Reserve index of capacity utilization will represent.(2) In addition, each series of capacity utilization is flawed by commission; therefore, they should be used with caution.(2) References (1) Board of Governors of the Federal Reserve System. “Industrial Production and Capacity Utilization.” Statistical release G.17;. May 15, 2013. (2) Bauer, Paul W. and Deily, Mary E. “A User’s Guide to Capacity- Utilization Measures.” Economic Commentary. Federal Reserve Bank of Cleveland, July 1, 1988; https://www.clevelandfed.org/newsroom-and-events/publications/economic-commentary/economic-commentary-archives/1988-economic-commentaries/ec-19880701-a-users-guide-to-capacity-utilization-measures.aspx."
05/2000,82.2055,-0.136,-0.165,TCU,2020-06-15,2020-06-15,Capacity Utilization: Total Industry,1967-01-01,2020-04-01,Monthly,M,Percent of Capacity,% of Capacity,Seasonally Adjusted,SA,2020-05-15 08:35:48-05,70,"Capacity Utilization: Total Industry (TCU) is the percentage of resources used by corporations and factories to produce goods in manufacturing, mining, and electric and gas utilities for all facilities located in the United States (excluding those in U.S. territories).(1) We can also think of capacity utilization as how much capacity is being used from the total available capacity to produce demanded finished products.  Capacity utilization indexes are constructed for 71 industries in manufacturing, 16 in mining, and 2 in utilities. (1) Physical data on capacity utilization are primarily compiled from trade sources and government sources, such as the U.S. Geological Survey and the U.S. Energy Information Administration.(1) When physical data are unavailable, capacity utilization data are compiled from the U.S. Census Bureau’s Quarterly Survey of Plant Capacity Utilization, which provides data for almost 70 percent of total industry capacity.(1) Additionally, the capacity index is developed on a monthly basis, designed to be consistent with the production index.(1) According to the Board of Governors of the Federal Reserve System, the capacity index tries to conceptualize the idea of sustainable maximum output, which is defined as the highest level of output a plant can sustain within the confines of its resources. The Board of Governors defines the seasonally adjusted capacity utilization rate as the output index divided by the capacity index. The capacity utilization rate can also implicitly describe how efficiently the factors of production (inputs in the production process) are being used. (1) It sheds light on how much more firms can produce without additional costs. Additionally, this rate gives manufacturers some idea as to how much consumer demand they will be able to meet in the future. The Federal Reserve strives to construct a capacity index consistent with time by using different relevant data sources.(1) Developing an index that is reasonable given the time period is the primary aim for this index, but there are still some difficulties. Extensive technological and structural changes have and will continue to occur, affecting the degree of tightness the Federal Reserve index of capacity utilization will represent.(2) In addition, each series of capacity utilization is flawed by commission; therefore, they should be used with caution.(2) References (1) Board of Governors of the Federal Reserve System. “Industrial Production and Capacity Utilization.” Statistical release G.17;. May 15, 2013. (2) Bauer, Paul W. and Deily, Mary E. “A User’s Guide to Capacity- Utilization Measures.” Economic Commentary. Federal Reserve Bank of Cleveland, July 1, 1988; https://www.clevelandfed.org/newsroom-and-events/publications/economic-commentary/economic-commentary-archives/1988-economic-commentaries/ec-19880701-a-users-guide-to-capacity-utilization-measures.aspx."
06/2000,82.0119,-0.194,-0.236,TCU,2020-06-15,2020-06-15,Capacity Utilization: Total Industry,1967-01-01,2020-04-01,Monthly,M,Percent of Capacity,% of Capacity,Seasonally Adjusted,SA,2020-05-15 08:35:48-05,70,"Capacity Utilization: Total Industry (TCU) is the percentage of resources used by corporations and factories to produce goods in manufacturing, mining, and electric and gas utilities for all facilities located in the United States (excluding those in U.S. territories).(1) We can also think of capacity utilization as how much capacity is being used from the total available capacity to produce demanded finished products.  Capacity utilization indexes are constructed for 71 industries in manufacturing, 16 in mining, and 2 in utilities. (1) Physical data on capacity utilization are primarily compiled from trade sources and government sources, such as the U.S. Geological Survey and the U.S. Energy Information Administration.(1) When physical data are unavailable, capacity utilization data are compiled from the U.S. Census Bureau’s Quarterly Survey of Plant Capacity Utilization, which provides data for almost 70 percent of total industry capacity.(1) Additionally, the capacity index is developed on a monthly basis, designed to be consistent with the production index.(1) According to the Board of Governors of the Federal Reserve System, the capacity index tries to conceptualize the idea of sustainable maximum output, which is defined as the highest level of output a plant can sustain within the confines of its resources. The Board of Governors defines the seasonally adjusted capacity utilization rate as the output index divided by the capacity index. The capacity utilization rate can also implicitly describe how efficiently the factors of production (inputs in the production process) are being used. (1) It sheds light on how much more firms can produce without additional costs. Additionally, this rate gives manufacturers some idea as to how much consumer demand they will be able to meet in the future. The Federal Reserve strives to construct a capacity index consistent with time by using different relevant data sources.(1) Developing an index that is reasonable given the time period is the primary aim for this index, but there are still some difficulties. Extensive technological and structural changes have and will continue to occur, affecting the degree of tightness the Federal Reserve index of capacity utilization will represent.(2) In addition, each series of capacity utilization is flawed by commission; therefore, they should be used with caution.(2) References (1) Board of Governors of the Federal Reserve System. “Industrial Production and Capacity Utilization.” Statistical release G.17;. May 15, 2013. (2) Bauer, Paul W. and Deily, Mary E. “A User’s Guide to Capacity- Utilization Measures.” Economic Commentary. Federal Reserve Bank of Cleveland, July 1, 1988; https://www.clevelandfed.org/newsroom-and-events/publications/economic-commentary/economic-commentary-archives/1988-economic-commentaries/ec-19880701-a-users-guide-to-capacity-utilization-measures.aspx."
07/2000,81.6213,-0.391,-0.476,TCU,2020-06-15,2020-06-15,Capacity Utilization: Total Industry,1967-01-01,2020-04-01,Monthly,M,Percent of Capacity,% of Capacity,Seasonally Adjusted,SA,2020-05-15 08:35:48-05,70,"Capacity Utilization: Total Industry (TCU) is the percentage of resources used by corporations and factories to produce goods in manufacturing, mining, and electric and gas utilities for all facilities located in the United States (excluding those in U.S. territories).(1) We can also think of capacity utilization as how much capacity is being used from the total available capacity to produce demanded finished products.  Capacity utilization indexes are constructed for 71 industries in manufacturing, 16 in mining, and 2 in utilities. (1) Physical data on capacity utilization are primarily compiled from trade sources and government sources, such as the U.S. Geological Survey and the U.S. Energy Information Administration.(1) When physical data are unavailable, capacity utilization data are compiled from the U.S. Census Bureau’s Quarterly Survey of Plant Capacity Utilization, which provides data for almost 70 percent of total industry capacity.(1) Additionally, the capacity index is developed on a monthly basis, designed to be consistent with the production index.(1) According to the Board of Governors of the Federal Reserve System, the capacity index tries to conceptualize the idea of sustainable maximum output, which is defined as the highest level of output a plant can sustain within the confines of its resources. The Board of Governors defines the seasonally adjusted capacity utilization rate as the output index divided by the capacity index. The capacity utilization rate can also implicitly describe how efficiently the factors of production (inputs in the production process) are being used. (1) It sheds light on how much more firms can produce without additional costs. Additionally, this rate gives manufacturers some idea as to how much consumer demand they will be able to meet in the future. The Federal Reserve strives to construct a capacity index consistent with time by using different relevant data sources.(1) Developing an index that is reasonable given the time period is the primary aim for this index, but there are still some difficulties. Extensive technological and structural changes have and will continue to occur, affecting the degree of tightness the Federal Reserve index of capacity utilization will represent.(2) In addition, each series of capacity utilization is flawed by commission; therefore, they should be used with caution.(2) References (1) Board of Governors of the Federal Reserve System. “Industrial Production and Capacity Utilization.” Statistical release G.17;. May 15, 2013. (2) Bauer, Paul W. and Deily, Mary E. “A User’s Guide to Capacity- Utilization Measures.” Economic Commentary. Federal Reserve Bank of Cleveland, July 1, 1988; https://www.clevelandfed.org/newsroom-and-events/publications/economic-commentary/economic-commentary-archives/1988-economic-commentaries/ec-19880701-a-users-guide-to-capacity-utilization-measures.aspx."
08/2000,81.1192,-0.502,-0.615,TCU,2020-06-15,2020-06-15,Capacity Utilization: Total Industry,1967-01-01,2020-04-01,Monthly,M,Percent of Capacity,% of Capacity,Seasonally Adjusted,SA,2020-05-15 08:35:48-05,70,"Capacity Utilization: Total Industry (TCU) is the percentage of resources used by corporations and factories to produce goods in manufacturing, mining, and electric and gas utilities for all facilities located in the United States (excluding those in U.S. territories).(1) We can also think of capacity utilization as how much capacity is being used from the total available capacity to produce demanded finished products.  Capacity utilization indexes are constructed for 71 industries in manufacturing, 16 in mining, and 2 in utilities. (1) Physical data on capacity utilization are primarily compiled from trade sources and government sources, such as the U.S. Geological Survey and the U.S. Energy Information Administration.(1) When physical data are unavailable, capacity utilization data are compiled from the U.S. Census Bureau’s Quarterly Survey of Plant Capacity Utilization, which provides data for almost 70 percent of total industry capacity.(1) Additionally, the capacity index is developed on a monthly basis, designed to be consistent with the production index.(1) According to the Board of Governors of the Federal Reserve System, the capacity index tries to conceptualize the idea of sustainable maximum output, which is defined as the highest level of output a plant can sustain within the confines of its resources. The Board of Governors defines the seasonally adjusted capacity utilization rate as the output index divided by the capacity index. The capacity utilization rate can also implicitly describe how efficiently the factors of production (inputs in the production process) are being used. (1) It sheds light on how much more firms can produce without additional costs. Additionally, this rate gives manufacturers some idea as to how much consumer demand they will be able to meet in the future. The Federal Reserve strives to construct a capacity index consistent with time by using different relevant data sources.(1) Developing an index that is reasonable given the time period is the primary aim for this index, but there are still some difficulties. Extensive technological and structural changes have and will continue to occur, affecting the degree of tightness the Federal Reserve index of capacity utilization will represent.(2) In addition, each series of capacity utilization is flawed by commission; therefore, they should be used with caution.(2) References (1) Board of Governors of the Federal Reserve System. “Industrial Production and Capacity Utilization.” Statistical release G.17;. May 15, 2013. (2) Bauer, Paul W. and Deily, Mary E. “A User’s Guide to Capacity- Utilization Measures.” Economic Commentary. Federal Reserve Bank of Cleveland, July 1, 1988; https://www.clevelandfed.org/newsroom-and-events/publications/economic-commentary/economic-commentary-archives/1988-economic-commentaries/ec-19880701-a-users-guide-to-capacity-utilization-measures.aspx."
09/2000,81.1697,0.05,0.062,TCU,2020-06-15,2020-06-15,Capacity Utilization: Total Industry,1967-01-01,2020-04-01,Monthly,M,Percent of Capacity,% of Capacity,Seasonally Adjusted,SA,2020-05-15 08:35:48-05,70,"Capacity Utilization: Total Industry (TCU) is the percentage of resources used by corporations and factories to produce goods in manufacturing, mining, and electric and gas utilities for all facilities located in the United States (excluding those in U.S. territories).(1) We can also think of capacity utilization as how much capacity is being used from the total available capacity to produce demanded finished products.  Capacity utilization indexes are constructed for 71 industries in manufacturing, 16 in mining, and 2 in utilities. (1) Physical data on capacity utilization are primarily compiled from trade sources and government sources, such as the U.S. Geological Survey and the U.S. Energy Information Administration.(1) When physical data are unavailable, capacity utilization data are compiled from the U.S. Census Bureau’s Quarterly Survey of Plant Capacity Utilization, which provides data for almost 70 percent of total industry capacity.(1) Additionally, the capacity index is developed on a monthly basis, designed to be consistent with the production index.(1) According to the Board of Governors of the Federal Reserve System, the capacity index tries to conceptualize the idea of sustainable maximum output, which is defined as the highest level of output a plant can sustain within the confines of its resources. The Board of Governors defines the seasonally adjusted capacity utilization rate as the output index divided by the capacity index. The capacity utilization rate can also implicitly describe how efficiently the factors of production (inputs in the production process) are being used. (1) It sheds light on how much more firms can produce without additional costs. Additionally, this rate gives manufacturers some idea as to how much consumer demand they will be able to meet in the future. The Federal Reserve strives to construct a capacity index consistent with time by using different relevant data sources.(1) Developing an index that is reasonable given the time period is the primary aim for this index, but there are still some difficulties. Extensive technological and structural changes have and will continue to occur, affecting the degree of tightness the Federal Reserve index of capacity utilization will represent.(2) In addition, each series of capacity utilization is flawed by commission; therefore, they should be used with caution.(2) References (1) Board of Governors of the Federal Reserve System. “Industrial Production and Capacity Utilization.” Statistical release G.17;. May 15, 2013. (2) Bauer, Paul W. and Deily, Mary E. “A User’s Guide to Capacity- Utilization Measures.” Economic Commentary. Federal Reserve Bank of Cleveland, July 1, 1988; https://www.clevelandfed.org/newsroom-and-events/publications/economic-commentary/economic-commentary-archives/1988-economic-commentaries/ec-19880701-a-users-guide-to-capacity-utilization-measures.aspx."
10/2000,80.6702,-0.5,-0.615,TCU,2020-06-15,2020-06-15,Capacity Utilization: Total Industry,1967-01-01,2020-04-01,Monthly,M,Percent of Capacity,% of Capacity,Seasonally Adjusted,SA,2020-05-15 08:35:48-05,70,"Capacity Utilization: Total Industry (TCU) is the percentage of resources used by corporations and factories to produce goods in manufacturing, mining, and electric and gas utilities for all facilities located in the United States (excluding those in U.S. territories).(1) We can also think of capacity utilization as how much capacity is being used from the total available capacity to produce demanded finished products.  Capacity utilization indexes are constructed for 71 industries in manufacturing, 16 in mining, and 2 in utilities. (1) Physical data on capacity utilization are primarily compiled from trade sources and government sources, such as the U.S. Geological Survey and the U.S. Energy Information Administration.(1) When physical data are unavailable, capacity utilization data are compiled from the U.S. Census Bureau’s Quarterly Survey of Plant Capacity Utilization, which provides data for almost 70 percent of total industry capacity.(1) Additionally, the capacity index is developed on a monthly basis, designed to be consistent with the production index.(1) According to the Board of Governors of the Federal Reserve System, the capacity index tries to conceptualize the idea of sustainable maximum output, which is defined as the highest level of output a plant can sustain within the confines of its resources. The Board of Governors defines the seasonally adjusted capacity utilization rate as the output index divided by the capacity index. The capacity utilization rate can also implicitly describe how efficiently the factors of production (inputs in the production process) are being used. (1) It sheds light on how much more firms can produce without additional costs. Additionally, this rate gives manufacturers some idea as to how much consumer demand they will be able to meet in the future. The Federal Reserve strives to construct a capacity index consistent with time by using different relevant data sources.(1) Developing an index that is reasonable given the time period is the primary aim for this index, but there are still some difficulties. Extensive technological and structural changes have and will continue to occur, affecting the degree of tightness the Federal Reserve index of capacity utilization will represent.(2) In addition, each series of capacity utilization is flawed by commission; therefore, they should be used with caution.(2) References (1) Board of Governors of the Federal Reserve System. “Industrial Production and Capacity Utilization.” Statistical release G.17;. May 15, 2013. (2) Bauer, Paul W. and Deily, Mary E. “A User’s Guide to Capacity- Utilization Measures.” Economic Commentary. Federal Reserve Bank of Cleveland, July 1, 1988; https://www.clevelandfed.org/newsroom-and-events/publications/economic-commentary/economic-commentary-archives/1988-economic-commentaries/ec-19880701-a-users-guide-to-capacity-utilization-measures.aspx."
